score,content,date
1,환불 안되는거 고쳐주세요 사정있어서 숙소 예약하고 이용 못하는데 최소한 절반이라도 환불해줘야 하는거 아닌가요? 1년전만 해도 환불이 됐는데 규정이 왜바꼈는지 모르겠네요 수정할수 있는 부분은 수정했으면 좋겠네요 해결 안되면 야놀자 이용은 이제 잘 안할거 같아요,2023-11-25
5,지방출장시 숙소예약하기 편해요,2023-11-24
5,아주 좋아요. 시내에서 가까워서 좋은듯.,2023-11-24
4,좋아요,2023-11-24
4,고급스러운 곳이내요..좋아요..굿,2023-11-24
5,간단해서 좋아요.,2023-11-24
4,좋아요!!!!!!,2023-11-24
5,저렴하면서도 좋은 숙소를 추천해 줍니다.,2023-11-24
4,사용하기편리함 일일이 얼마냐 안물어도 됨 바가지 쓸 이유없음,2023-11-24
5,토스 홍보,2023-11-24
5,가장 청결 합니다.,2023-11-24
5,비교하며 예약하기 편함,2023-11-24
5,좋은숙소 추천이 많으요 ㅎ,2023-11-24
5,굳,2023-11-24
5,김포시에서 가성비 일등 ^^,2023-11-23
5,좋아요!!,2023-11-23
5,숙소 예약이 다양한 정보 제공으로 편해요,2023-11-23
5,좋아여,2023-11-23
5,좋아요,2023-11-23
5,자주 이용하는데 깨끗하구요 친절해요ᆢ,2023-11-23
5,저렴하고 정확합니다,2023-11-23
5,좋은 어플입니다.!!,2023-11-23
5,다른곳보다 쌈,2023-11-23
4,편하네요,2023-11-23
5,비교적 합리적이고 깨끗함,2023-11-23
5,좋아요,2023-11-23
5,방 설명이 자세해요,2023-11-23
1,None,2023-11-23
1,"허구헌날 로그인오류, 결제오류, 앱 서버관리좀 제대로 해주세요",2023-11-23
5,Goat,2023-11-23
5,좋타,2023-11-23
5,다른 숙소 사이트보다 가격할인을 더 많이함.,2023-11-23
1,숙소 너무 별로인곳들이 별점이 높음.. 여기어*로 갈아타겠음.. 한두번 속은게 아니라 너무 짜증남..,2023-11-23
5,여기어때 누르는데 주차가능이 안되어서 예약할곳에 몇번전화를 드리고.... 혹시나해서 야놀자 깔아보니 단번에 되네요~,2023-11-23
5,편리합니다너무좋네요,2023-11-22
5,굿!,2023-11-22
5,숙소예약하기편해요 폰으로터치몇번이면 금방원하는방을바로볼수있고 예약을잡을수있는게 좋은것같습니다 그리고 포로모션도잘되있구 할인을받으려면 여러방법이있어서 선택적으로도좋네요 자주이용하고 앞으로도그럴것같네요~~,2023-11-22
5,소중한 빠른정보,2023-11-22
5,편리하게 각종 시설을 이용할수 있어서 좋아요,2023-11-22
1,숙소에 담배냄새가 나서 담배냄새가 난다는 평가를 남겼더니 바로 권리침해라며 리뷰 가리기 및 30일 이후에 삭제될거라는 톡이 오네요 이런식으로 안좋은 리뷰 가리고 좋은평점 유지하는지 첨 알았네요 야놀자 믿고 썼는데 리뷰 하나도 믿을게 못되더라구요 앞으로도 별로 사용안 할 거 같아서 삭제합니다,2023-11-22
5,할인쿠폰^^ 좋아요,2023-11-22
5,숙소 잡기 편하고 좋아요~~,2023-11-22
5,설명도 잘 되어 있어서 좋아요,2023-11-22
5,제휴가 있어서 좋아요,2023-11-22
5,굳,2023-11-22
5,매우좋아요,2023-11-22
5,쉬운검색..쉬운결재..다 쉽네요,2023-11-22
5,굿,2023-11-22
4,좋아요^^,2023-11-22
4,복잡함,2023-11-22
5,앱이 사용하기 편하게 되어 있어요,2023-11-22
4,간단하며 결재 결과 싑게 확인됨,2023-11-22
5,정보에 많은 도움이 됩니다,2023-11-22
5,편리하고 좋아요.,2023-11-22
5,그냥 편리함,2023-11-22
4,좋아요 빠른검색,2023-11-21
4,유용하게 잘쓰고 있어요!,2023-11-21
5,좋아요 잘쓰고 있어요,2023-11-21
4,쿠폰할인율이 좋아요,2023-11-21
5,편해요,2023-11-21
4,아주 청경하고 저렴해요.,2023-11-21
5,무척 요긴하긴한데 갑자기 일정이 췻가 되면 환불 받기가 무척이나 힘이듭니다.,2023-11-21
5,굿굿굿,2023-11-21
5,좋아요,2023-11-21
5,간편하고 풍부한 후기 좋아요,2023-11-21
5,좋아여,2023-11-21
5,편리하네요,2023-11-21
5,굿~,2023-11-21
5,여기어때보다 야놀자가 쌉니다,2023-11-21
5,숙소에 대한 정확한 정보,2023-11-21
5,다양한 숙소를 찾기에 편리하다,2023-11-21
1,리뷰 사실적으로 써도 명예훼손이라고 리뷰지운다고 카톡옴 망하는이유를알겠다,2023-11-20
5,좋아요,2023-11-20
5,좋아요,2023-11-20
5,숙박어플중 단연최고,2023-11-20
5,조하유,2023-11-20
5,간단하고 좋네요,2023-11-20
5,굿입니다,2023-11-20
5,좋아요,2023-11-20
5,좋아요,2023-11-20
5,좋아요,2023-11-20
5,법인카드 결재되어 출장시 예약이 편해요,2023-11-20
5,괜츊,2023-11-19
5,저렴하게 좋은곳 예약 가능해요 강추합니다,2023-11-19
1,전화좀 하자,2023-11-19
5,검색 및 선택이 용이함,2023-11-19
5,좋아요,2023-11-19
5,쿠폰으로 항상 저렴한 가격에 숙박할수있어서 출장때마다 이용하고있어요.,2023-11-19
5,항상 애용하는 사이트,2023-11-19
5,조아요,2023-11-19
5,좋아요,2023-11-19
5,"사진,동영상 간편하게 보고 사용 가능 할인제도 좋음.",2023-11-19
5,사용이 너무 편해요,2023-11-19
5,초특가로 놀자!,2023-11-19
5,좋아요,2023-11-18
5,👍 good,2023-11-18
5,무료취소도 가능하고 할인까지 여행갈땐 꼭 야놀자로 예약합니다,2023-11-18
5,좋아요,2023-11-18
4,예약의 편리성,2023-11-18
5,항상 친절 고맙습니다^^,2023-11-18
5,항상 친절하고 항상 깨끗하고 컴퓨터 사양도 엄청 좋아서 단골입니당,2023-11-18
4,굿,2023-11-18
5,비교예약할수있어 좋아요!!!,2023-11-18
5,잘 사용하고 있어요,2023-11-18
5,넘 편리해요,2023-11-18
5,굿,2023-11-18
5,좋아요,2023-11-18
4,좋습니다,2023-11-17
4,편리하고 좋아요,2023-11-17
4,깨끗하고 담배냄새가 안나서 좋아요,2023-11-17
5,조아요,2023-11-17
5,좋아요굿,2023-11-17
4,친절하고 좋아요,2023-11-17
5,결재 할인 모두 좋음,2023-11-17
5,놀카드 쵝오,2023-11-17
5,사장님 친절하고 깨끗해요,2023-11-17
5,나이샤~,2023-11-16
5,편해요,2023-11-16
5,저렴해요,2023-11-16
5,조아요,2023-11-16
5,굿,2023-11-16
5,스타벅스가 뭐냐면 카페인데요 주로 스타벅스 갔을 때 스타벅스 가면 스타벅스 옆에 탑텐이 있고 엄청 많은 가게도 엄청 많아요 차트는 차트 같은 경우에는 멜론 차트를 이거는 말로 멜론 차트 가장 높아요 멜론 차트 중에서 가장 제가 듣고 싶은 노래는 안유 러블리 러블리라고 보시면 돼요 그게 악동뮤지션이 인기가 많아 가지고 악동뮤지션은 남매잖아요 하지만 방탄소년단은 남매가 아니죠 그에 비해서 방탄소년단은 회사 말고 가수 이름 생각나게 할 때 맨 끝자락이 벌러진다는 소리도 나와 있어요 그래서 방탄소년단 볼 때 신기한 음악 소리도 가끔 나기도 하고 맛 방탄소년단 멤버들 생각 안 나시잖아요 그때 방탄소년단 사진을 보면 진짜 너무나 잘생겼다라는 사람들도 있고 그렇지 않는 사람도 있어요 하지만 사람은 정말로 유명하죠 대표인이 아닌데도 사람은 매우 유명한데도 사람은 동물과 이겨낼 수 있는 그런 자존심이 지금 당장 중요할 것 같아요 그러니까 어떤 말로 줄여 보자면 동물 같은 경우에는 그냥 건들지 말자라,2023-11-16
5,설명이 충분하고 고객센터도 친절하고 어플이 깔끔하고 할인도 좋습니다,2023-11-16
5,초특급 야 놀자!!!!!!!!!,2023-11-16
4,좋아요 좋아요 좋아요 정말 좋아요~~,2023-11-16
5,"오래간만에 고속버스, 예매가 간편하네요.",2023-11-16
1,여친이 볼려고해요,2023-11-16
5,편하구좋아요,2023-11-16
4,좋아요,2023-11-16
5,비워두기 ☔️,2023-11-16
5,가는곳 마다 숙박 예약이 편리할뿐 아니라 가성비도 너무 좋아요,2023-11-15
5,처음 사용해 봤는데 편리하네요 ㅎㅎ 할인혜택도 좋아요~,2023-11-15
5,편리합니다~~^^^^^^^^,2023-11-15
5,여행가다보면좋은곳이먹것이ᆢ좋아서요,2023-11-15
5,좋아요,2023-11-15
5,처음이용합니다,2023-11-15
5,빠르고 혜택이 많아요,2023-11-15
5,포인트 적립이 참 알차요,2023-11-15
5,좋아요 더 저렴한곳 부탁해요,2023-11-15
5,편해요,2023-11-15
5,예약 편하게 잘되구요 첫가입 10%할인도 잘받았습니다^^,2023-11-15
4,굳,2023-11-15
5,결재가 간편하네요,2023-11-15
4,찾고보기가 편해요,2023-11-15
5,편리하고 많은 정보 너무좋아요,2023-11-14
5,저렴해서 좋아요,2023-11-14
5,편리,2023-11-14
5,여러 숙소를 비교할 수 있어서 좋아요,2023-11-14
5,좋음요,2023-11-14
5,저렴하고 혜택도 좋아요~다음에도 사용할거에요~,2023-11-14
5,완전 편리하고 저렴합니다,2023-11-14
4,여행다닐때 저렴하게 숙소를 예약할수있어서 좋아요,2023-11-14
5,검색과 조회 및 결제 시스템이 잘 갖춰져있어 불편한점이 없다.,2023-11-14
1,후기를 악의적으로 쓴것도 아니고 숙소사용시 불편한점 적어서 올렸더니 권리침해 신고됐다고 후기를 비공개처리해버리네. 욕을 쓴것도아닌데 업주가 좋은글안썼다고 신고하면 그냥 글을내려버리고 좋은후기들만 골라서 등록할거면 후기는 뭐하러 씀? 앞으론 여기서 숙소예약안한다,2023-11-14
4,예약 할 수 없던 곳을 여기에서 예약 함 ㅎ,2023-11-14
5,굿,2023-11-14
4,여기어때에비해 할인율이적음..,2023-11-14
5,좋은 숙소 많아요,2023-11-13
5,편한게 사용할 수 있습니다,2023-11-13
5,친절,2023-11-13
5,good,2023-11-13
5,좋아요,2023-11-13
5,할인혜택도 많고 아주 좋아요,2023-11-13
5,굿,2023-11-13
5,챗GTP 의견이 있어서 참고하기 좋음,2023-11-13
5,쿠폰 이벤트로 자주 들여다보는 재미가 있어요,2023-11-13
5,좋아요,2023-11-13
5,또 찾게하는 곳,2023-11-13
5,항상 청결해서 좋읍니다~~~,2023-11-12
5,좋아요 상담사도 친절해요,2023-11-12
5,좋아요,2023-11-12
5,숙박잡기편함,2023-11-12
5,좋아요,2023-11-12
5,깔끔하고좋아요,2023-11-12
5,편한앱,2023-11-12
5,편리함,2023-11-12
5,출장이 찾은편인데 숙소 구하기가 편해요,2023-11-11
5,좋아요,2023-11-11
5,저녁 9시에 예약했는데도 자리가 잡히는 곳을 찾을 수 있었습니다 좋았습니다,2023-11-11
4,좋아요,2023-11-11
5,편리하고 쉬워요,2023-11-11
5,편리 합니다...,2023-11-11
5,편하고 싸게 숙박 및 놀이시설 이용 가능합니다.,2023-11-11
5,좋아요,2023-11-11
5,편리해요.,2023-11-11
5,좋아요,2023-11-10
5,편해요!,2023-11-10
5,"편하고, 빨라요",2023-11-10
5,쿠폰도 자주주고 숙박3마넌쿠폰도 주시고 넘좋습니당.,2023-11-10
5,좋은정보와 무료취소도 되네요,2023-11-10
5,좋아요 😀 👍 😀 👍 😀 👍,2023-11-10
5,다양함,2023-11-10
4,노는게 제일조아,2023-11-10
5,. ..,2023-11-10
5,조낸편함,2023-11-10
5,굿,2023-11-09
5,만족합니다,2023-11-09
5,굿,2023-11-09
5,빠르고 편리하고 싸고 정말정말 좋아요.,2023-11-09
5,좋아요,2023-11-09
5,넘좋아요,2023-11-09
5,숙소잡기너무 편합니다~~~~~~,2023-11-09
5,숙박 업소 찾기 너무 편리하고 좋습니다,2023-11-09
5,좋아요,2023-11-09
5,굿,2023-11-08
5,"좋아요, , , 사용하기도 편하구",2023-11-08
5,굿굿 할인도 자주 많이 되고 앞으로도 잘 활용할게요,2023-11-08
5,좋아요,2023-11-08
5,혜태좋고 굿이에용,2023-11-08
5,좋아요,2023-11-08
5,할인혜택이 많아서 좋아요,2023-11-08
5,쿠폰 많아요,2023-11-08
5,간편한 검색과 결제 그리고 할인,2023-11-08
1,쿠폰 하나도 못쓰는걸 왜주는거임 남들 다 써지는데 나만 못쓰고 숙박페스타고뭐고 아무것도 안됨;; 그림의 떡이네,2023-11-08
4,사용해보시면 압니다~~,2023-11-07
5,"가격이 비싸서 그렇치,나름 만족 합니다. 가격은 낮추어 주세요. 카카오 꼬라지 날듯요",2023-11-07
4,좋아요,2023-11-07
5,예약이 편하고 리뷰하고 잘 맞아요,2023-11-07
5,사용자 중심,2023-11-07
5,편해요,2023-11-07
5,좋아요 아주 좋아요,2023-11-07
5,빠르고 확실하고 좋아요,2023-11-07
5,굿,2023-11-07
5,간편결제,2023-11-07
5,ㅎㄷㅊㅅ기ㅡㅈㅇ,2023-11-07
5,유익한정보 베리베리 감사....,2023-11-07
5,저렴하게 사용합니다,2023-11-07
5,조은 길잡이,2023-11-07
1,국내 최악의 숙소어플 한국 이름 달고 숙소어플 단게 최악임 너무 부끄러움 cs개 불친절함 숙소 이용할때 책임져주는거 전혀 없고 숙소 주인한테 책임전가함 쓰레기 기업임 다시는 이용 안할거고 야놀자는 다시는 이용할일 없음 여기어때만 이용할거임 그리고 요기는 예약하고 10분 지나도 취소 안되는 곳이니 절대 이용하지 마세요,2023-11-07
5,좋아요,2023-11-07
1,숙박페스타 할인이 이렇게 어려운 거였나요ㅡ,2023-11-06
5,개굿,2023-11-06
5,아주좋아요,2023-11-06
5,방이많음 여깅ㅇㄷㄷㄸ 보다,2023-11-06
5,빠르고 간편해요.,2023-11-06
5,야놀자가 예약어플중 최고에요,2023-11-06
5,좋음,2023-11-06
5,쏠쏠함,2023-11-06
5,"춘천 더베네치아스위트 호텔 예약 잘 했습니다. 깔끔하고, 비즈니스호텔 이용으로 좋습니다.",2023-11-06
5,친절하고 넘나 해자스러워요~,2023-11-06
4,여러개 예약 하긴 힘들어요.,2023-11-06
5,좋아요,2023-11-06
1,강제취소 시키는 쓰레기 업체 성수기때 돈을 더 내라고 기껏 예약했던 숙소를 강제취소 시키고 고객센터에 따지니까 2천포인트로 보상해주겠다고함 ㅋㅋㅋ 여기어때쓰는게 훨씬나음 소비자를 개돼지로 알고있는 쓰레기임,2023-11-06
5,편리해서 좋으네요,2023-11-05
4,가격 할인으로 저렴한 곳을 소개하는 것 같음,2023-11-05
5,최고예요,2023-11-05
5,좋아요,2023-11-05
5,간편! 하다,2023-11-05
5,편리한 앱입니다,2023-11-05
5,편해,2023-11-05
4,처음 사용하는데 쉽고 빠르게 예약하기 좋아요,2023-11-04
5,숙소예약하고 쿠폰 사용 좋아요,2023-11-04
5,자세한 정보가 도움이 되었습니다,2023-11-04
5,예약이 편리해요,2023-11-04
1,호텔 예약 2일전 허리 수술함 야놀자환불 못해준다고함 ㅋㅋㅋㅋ 누워서 100만원공중분해 시킴 중계는 무슨ㅋㅋ 그냥 돈 버리라는디ㅋㅋㅋㅋ해결방안따위없어유~~,2023-11-04
5,좋습니다 편하고요,2023-11-04
5,조항요,2023-11-04
5,예약하기 편해요,2023-11-04
5,Good,2023-11-04
5,제품구성이잘되어있어요,2023-11-04
5,무료포인트 혜택확인 어디야!,2023-11-04
2,6번 6번 폰임 니 바보,2023-11-04
5,항상 감사합니다,2023-11-04
5,상상대로 굳ㅎ,2023-11-04
5,좋아요,2023-11-03
5,항상정확하고 이요이 편리해요~,2023-11-03
3,처음에 찿다가 나갔다 들어오면 금액이 오르는 이유가 뭘까요,2023-11-03
5,좋아요....,2023-11-03
5,간편하고 좋아요.,2023-11-03
1,숙박페스타 뱃지는 다 쳐 지우고 쿠폰 뿌리는척ㅋㅋ아주 장난질 재미들렸네 답변은 매크로돌리고,2023-11-03
3,할인된다해서 선택,2023-11-03
1,불리한 리뷰는 막 숨겨주는데 그럼 누가 리뷰를 믿고 갈까요? 걍 어플 지우렵니다,2023-11-03
5,빠르고 정확해요,2023-11-03
5,간편하고 너무 좋아요,2023-11-03
5,진짜 쵝오!!^^,2023-11-03
5,데이유즈 이용하기 좋아요 좋아요,2023-11-03
5,편리해요. 짱이예요. 해보세요. 후회없어. 지금 바로!,2023-11-03
1,보기도 싫다,2023-11-03
5,가성비 최고!!!,2023-11-02
5,할인쿠폰 좋아요,2023-11-02
5,좋아요,2023-11-02
5,편해요,2023-11-02
5,출장 및 여행 숙소 예약에 최적화,2023-11-02
5,좋아요!,2023-11-02
5,엡 사용하기 편하네요~^^ 감사합니다.,2023-11-02
1,새벽에 이용하려고 했는데. 16시 부터 입실 기능밖에 없는거죠? 빈방은 있던데. 뭐 하자는건지,2023-11-02
5,좋음,2023-11-02
5,"터미널 직접가지않아서 좋고, 11월 이용할인도 되고 정말 좋앙",2023-11-02
5,쉽고편해요,2023-11-02
5,너무 좋아요,2023-11-02
5,여러가지 후기도 좋고 야놀자에서는 주문하기도 편해요.,2023-11-02
5,편리해요,2023-11-01
5,굿,2023-11-01
5,"거의 달에 3번은 놀러가는 부부입니다. 야놀자 주로 이용하다가 중간에 에어000로 갈아탔는데 다시 야놀자로 돌아왔어요. 에어000로 예약하면 똑같은 숙소를 조금 더 저렴하게 이용할 수 있고, 슈퍼호스트의 숙소는 특히 청결도가 만족스러워서 이런점이 좋아 이용했는데 요즘은 타사이트에 비해 훨씬 비싸더라구요. 청소도 매일 해주는게 아닌데 서비스수수료가 붙고, 할인도 없어서 좀 아쉬웠어요. 오랜만에 다시 찾은 야놀자는 매 달 할인쿠폰혜택도 주고, 참여이벤트도 다양하고, 사이트 다 둘러보시면 아시겠지만 여기가 제일 합리적인 가격에 숙소를 제공하고 있어요. 요즘은 야놀자에서만 알아보고있습니다~~👍🏻👍🏻",2023-11-01
